id,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28
FOODS_1_001_CA_1_evaluation,0.9232638200545487,1.0161501990634323,0.9810585662959063,1.0484211503517793,1.3975802076237884,1.4441073097500616,1.4579475576747287,0.8600183093869015,0.8237260963252186,0.7695562336132833,0.9001263106073133,1.1362477880826012,1.3109773578271895,1.4198100890156593,0.9018669091913443,0.8527920084918666,0.8278674364390851,0.8197069093583406,1.0235289414730886,1.1917431204904279,1.1826332334111438,0.9888779133378569,0.7846063983142713,0.7940946654887518,0.7239149400156405,1.0020986789169997,1.2541386812762974,1.145477417322363
FOODS_1_002_CA_1_evaluation,0.6157815233640461,0.5144394167394546,0.5521351398932991,0.3223753956758557,0.3525412384964589,0.41376090371652224,0.40185801809380467,0.2886608668845902,0.5982234383241891,0.5426500321272952,0.5827129093989909,0.5958151463790159,0.6747851181526494,0.7506048981760715,0.5702894291641816,0.6507930590554865,0.6025028049422991,0.5315299584924338,0.5934653007380658,0.6766604706525613,0.6916840826992275,0.7217803302468289,0.5367471680146813,0.5336133014274678,0.5559316731903828,0.5490738542970884,0.687499381869274,0.6722243608693531
FOODS_1_003_CA_1_evaluation,1.01493081510148,0.851199506446572,1.2101354719764081,1.0974882044151035,1.1208896244783457,1.1751915058316587,1.1791753566618153,1.1027106872758283,1.0695501932462899,1.0046233118993309,1.0172944920665106,1.051473222008861,1.181050135736568,1.1165417247691605,0.9902358699375629,1.0465030962772235,0.9739114184729486,1.0298469037664988,1.0231710140389625,1.1592725442924035,1.1626656623370644,1.0549738536964222,0.8604036655368172,0.8758153579925377,0.8915308829743381,0.9359523159102141,1.148859393322611,1.0242187188406733
FOODS_1_004_CA_1_evaluation,10.077126431000893,7.231517128318916,9.884826021929063,10.415212188085645,11.12949227142553,14.636987051471458,9.17770015709007,7.944884684634516,7.706442353136056,10.15218101468361,9.980917868978093,10.902902218577005,14.731702431752973,10.414940562469045,8.332427900016366,9.965627167304465,10.653699428946878,3.0778172754490543,3.251708347860629,3.893003984534646,3.263782265465363,2.2044468900353684,1.9063056884120144,1.2851312392024874,1.322897720877951,1.4538663710311568,2.3232105783672816,3.72785797938398
FOODS_1_005_CA_1_evaluation,1.7800528893821679,0.8376209820573056,1.1551659967552477,2.2145738161774497,2.4984775677002964,2.6247808311703884,3.7461958319908963,2.1918730824984207,2.0030481462004146,2.351540161950647,2.0199992409963463,1.6039383173066755,1.9360492065946258,2.6350047400988545,1.892228280232266,1.992714243188032,1.9034363962999263,1.8542457037027134,2.066832364171645,2.4401852275776763,1.6198320429660138,1.8137370535230866,1.7830209807324695,1.748027938968313,1.7107592938067788,2.043706296391037,2.8114802172131927,1.9385032374391784
FOODS_1_006_CA_1_evaluation,0.8150565184297864,0.6688631212703489,1.394089343202689,1.025519344001927,1.0128553731628243,1.0252535179505458,1.196639220366834,1.1721782129540956,1.0872747178589521,1.1259578347443786,1.1203943681828172,1.3156780840044013,1.107150032260875,0.8946777364970125,0.8186173501606598,1.147274881904138,1.1496594150160164,1.1809726508908525,1.145045158052342,1.2357089511112307,1.2731935168306698,0.9705956535260474,1.2132892028048348,0.9368595807121575,0.9230849118788678,0.9752725263119234,0.8874728854200669,0.6978343052171638
FOODS_1_008_CA_1_evaluation,0.439524868397348,0.26109338990832437,0.33207189564314943,0.43109821159529216,0.46309779421592256,0.5548257807669655,0.4365741178723024,0.35635331624245775,0.3471992724508494,0.3517932126360993,0.32189001462362343,0.38015153288813763,0.25971779207331613,0.6096351608747897,0.43230531653193766,0.3171204888952117,0.31482622123785575,0.31107945930367814,0.43385001468822015,0.45711233114850747,0.4591811674199028,0.3345168356651804,0.30011336398852295,0.2956970881339717,0.2990908798765839,0.22175481472973108,0.2620810122693165,0.26110654000402733
FOODS_1_009_CA_1_evaluation,0.7180036533279233,0.4778689340890193,0.567070069166227,0.5696686506834328,0.8819636971631839,1.134858923147697,1.1408695849683934,0.7736176256152351,0.6654783973292272,0.6632648472017904,0.6941821548426645,0.6643208104395981,1.043574656728093,0.9912240300538281,0.6683354633717795,0.5143595424015045,0.6339802148635937,0.6771438720734566,0.9231913326819349,1.003822277536352,1.0912816876470446,0.8026728283629825,0.6344541556504445,0.6535874148070876,0.6193516333752883,0.9235793392410695,1.069724087107034,1.0647612917090727
FOODS_1_010_CA_1_evaluation,0.24155324495586938,0.18999910638601528,0.2795157724180728,0.346975827585887,0.27929722299604154,0.31904709336140924,0.3118575076311315,0.2658493747074489,0.2825943047612032,0.24162767708269403,0.27907437369180177,0.29305082954281686,0.3414245984828329,0.3281588414187591,0.29433133341141415,0.15543428101933243,0.15548847304001584,0.36053858650762266,0.304836272841353,0.3111704270810876,0.31149829980618443,0.32284783743421913,0.32655292674860326,0.3260485192733315,0.3722386319483542,0.33025526290346535,0.3556673580594701,0.35175546219645093
FOODS_1_011_CA_1_evaluation,0.027812547964130116,0.02588894721432999,0.028958649982081492,0.028958649982081492,0.029165030416508475,0.027354637839062407,0.027801385567548638,0.027547410144957714,0.02917613641651721,0.02917613641651721,0.02919574080140514,0.02932586286048262,0.027369355356987143,0.02759494370931293,0.02815297398094354,0.02917613641651721,0.02917613641651721,0.02919574080140514,0.029268642656534016,0.027369355356987143,0.027541100850041945,0.027674400110081335,0.02917613641651721,0.029085669823671834,0.5916176723710883,0.6775617178831245,0.5188835031428297,0.6290561422339842
FOODS_1_012_CA_1_evaluation,3.6227681774209386,1.675610466983728,3.6328226072551324,3.5868237207975455,2.3298109765270842,5.238570195858054,4.908372569383244,3.762783443788717,3.402109806246916,3.4227280811579344,3.440659225344893,3.872707020735913,4.642805732254571,4.572349352849185,3.650377278986023,3.5253770593678437,3.3112226296599934,3.6554928339088844,4.090580168252221,4.901805629795839,4.948443636653292,4.242224133650314,3.393583706157,3.4871135999138185,2.2510164649280497,3.944746544850787,5.100688044958746,4.747807609200282
